sample_idx,true_label,adv_label,success,queries,l2_mag
83,1,2.0,True,11,1353.7122802734375
84,1,,False,11,
85,1,6.0,True,10,1094.5701904296875
86,1,,False,11,
87,1,,False,11,
88,1,2.0,True,11,1463.8115234375
89,1,2.0,True,11,1509.810546875
90,1,2.0,True,11,1518.619140625
91,1,,False,11,
92,1,,False,11,
93,1,2.0,True,11,1363.5772705078125
94,1,,False,10,
95,1,2.0,True,11,1364.74169921875
96,1,2.0,True,11,1498.7264404296875
97,1,2.0,True,11,1461.8990478515625
98,1,,False,10,
99,1,2.0,True,10,1117.76025390625
100,2,,False,12,
101,2,8.0,True,11,1398.728759765625
102,2,,False,11,
103,2,,False,12,
104,2,,False,11,
105,2,,False,11,
106,2,3.0,True,11,1357.07373046875
107,2,,False,12,
108,2,,False,12,
109,2,,False,6,
110,2,,False,12,
111,2,,False,6,
112,2,,False,12,
113,2,,False,6,
114,2,,False,6,
115,2,,False,12,
116,2,,False,11,
117,2,,False,12,
118,2,3.0,True,11,1522.16162109375
119,2,,False,6,
120,2,,False,6,
121,2,,False,11,
122,2,,False,11,
123,2,,False,6,
124,2,,False,6,
125,2,,False,11,
126,2,,False,12,
127,2,,False,6,
128,2,,False,12,
129,2,,False,12,
130,2,,False,12,
131,2,,False,12,
132,2,,False,12,
133,2,,False,12,
134,2,,False,11,
135,2,,False,11,
136,2,,False,11,
137,2,,False,6,
138,2,8.0,True,11,1290.6483154296875
139,2,,False,11,
140,2,,False,12,
141,2,,False,12,
142,2,,False,6,
143,2,,False,11,
144,2,,False,11,
145,2,,False,12,
146,2,,False,12,
147,2,,False,6,
148,2,,False,6,
149,2,,False,12,
150,3,,False,11,
151,3,8.0,True,11,1423.3973388671875
152,3,2.0,True,11,1326.9053955078125
153,3,8.0,True,11,1418.2520751953125
154,3,,False,12,
155,3,8.0,True,10,920.1043701171875
156,3,,False,11,
157,3,,False,12,
158,3,,False,11,
159,3,,False,12,
160,3,,False,11,
161,3,,False,12,
162,3,,False,12,
163,3,,False,11,
164,3,8.0,True,11,1516.242431640625
165,3,,False,11,
166,3,,False,12,
167,3,,False,11,
168,3,,False,11,
169,3,,False,11,
170,3,,False,11,
171,3,,False,6,
172,3,,False,11,
173,3,,False,11,
174,3,,False,11,
175,3,2.0,True,11,1529.1805419921875
176,3,,False,12,
177,3,,False,11,
178,3,,False,11,
179,3,,False,12,
180,3,,False,11,
181,3,,False,11,
182,3,8.0,True,11,1484.3321533203125
183,3,,False,11,
184,3,,False,11,
185,3,8.0,True,11,1232.56884765625
186,3,,False,11,
187,3,6.0,True,11,1267.6690673828125
188,3,,False,12,
189,3,8.0,True,11,1179.4388427734375
190,3,,False,12,
191,3,,False,12,
192,3,,False,12,
193,3,,False,11,
194,3,,False,12,
195,3,,False,12,
196,3,,False,11,
197,3,,False,11,
198,3,,False,12,
199,3,,False,12,
200,4,9.0,True,11,1245.3577880859375
201,4,9.0,True,11,1197.95947265625
202,4,7.0,True,10,962.6884155273438
203,4,0.0,True,10,1124.486572265625
204,4,8.0,True,11,1518.501220703125
205,4,8.0,True,11,1259.5018310546875
206,4,,False,10,
207,4,8.0,True,11,1347.580810546875
208,4,8.0,True,10,1002.285400390625
209,4,1.0,True,10,1014.9674682617188
210,4,,False,11,
211,4,8.0,True,10,1019.935302734375
212,4,7.0,True,11,1518.802490234375
213,4,,False,10,
214,4,,False,10,
215,4,7.0,True,11,1199.099609375
216,4,7.0,True,11,1478.861083984375
217,4,8.0,True,11,1209.943359375
218,4,,False,10,
219,4,,False,11,
220,4,,False,10,
221,4,,False,10,
222,4,,False,11,
223,4,8.0,True,10,887.06201171875
224,4,,False,11,
225,4,,False,10,
226,4,8.0,True,11,1441.3084716796875
227,4,,False,10,
228,4,,False,10,
229,4,3.0,True,11,1529.8277587890625
230,4,8.0,True,10,1020.1151733398438
231,4,7.0,True,11,1433.0662841796875
232,4,8.0,True,10,954.210693359375
233,4,3.0,True,11,1406.9349365234375
234,4,8.0,True,10,886.9802856445312
235,4,,False,10,
236,4,8.0,True,11,1516.9732666015625
237,4,9.0,True,10,776.1823120117188
238,4,8.0,True,10,1060.552734375
239,4,8.0,True,11,1444.1221923828125
240,4,8.0,True,11,1423.519287109375
241,4,8.0,True,10,1116.33642578125
242,4,8.0,True,10,996.8394775390625
243,4,5.0,True,11,1244.2933349609375
244,4,3.0,True,11,1513.0657958984375
245,4,2.0,True,11,1313.837890625
246,4,5.0,True,10,1069.8251953125
247,4,,False,11,
248,4,,False,11,
249,4,9.0,True,11,1455.305419921875
250,5,,False,11,
251,5,,False,11,
252,5,3.0,True,11,1198.629638671875
253,5,3.0,True,11,1193.8642578125
254,5,,False,12,
255,5,,False,12,
256,5,,False,6,
257,5,,False,6,
258,5,,False,12,
259,5,,False,11,
260,5,,False,11,
261,5,,False,11,
262,5,,False,6,
263,5,,False,6,
264,5,,False,11,
265,5,,False,11,
266,5,,False,12,
267,5,,False,11,
268,5,,False,6,
269,5,,False,11,
270,5,3.0,True,11,1493.25146484375
271,5,,False,10,
272,5,,False,11,
273,5,,False,6,
274,5,,False,6,
275,5,,False,6,
276,5,,False,11,
277,5,,False,12,
278,5,,False,12,
279,5,,False,6,
280,5,,False,11,
281,5,,False,6,
282,5,,False,11,
283,5,,False,11,
284,5,,False,11,
285,5,3.0,True,11,1287.1744384765625
286,5,,False,11,
287,5,,False,12,
288,5,,False,12,
289,5,,False,12,
290,5,,False,11,
291,5,,False,6,
292,5,,False,11,
293,5,,False,11,
294,5,,False,12,
295,5,,False,12,
296,5,,False,6,
297,5,3.0,True,11,1354.6590576171875
298,5,3.0,True,11,1378.181396484375
299,5,,False,11,
300,6,,False,6,
301,6,,False,6,
302,6,,False,6,
303,6,,False,12,
304,6,,False,6,
305,6,,False,6,
306,6,,False,6,
307,6,,False,12,
308,6,,False,6,
309,6,,False,12,
310,6,,False,11,
311,6,,False,6,
312,6,,False,11,
313,6,,False,11,
314,6,,False,6,
315,6,,False,11,
316,6,,False,6,
317,6,,False,11,
318,6,,False,12,
319,6,,False,11,
320,6,,False,6,
321,6,,False,12,
322,6,,False,10,
323,6,3.0,True,11,1493.7828369140625
324,6,,False,12,
325,6,,False,11,
326,6,,False,6,
327,6,,False,12,
328,6,,False,11,
329,6,,False,6,
330,6,,False,12,
331,6,,False,6,
332,6,,False,12,
333,6,8.0,True,10,866.0150146484375
334,6,,False,12,
335,6,,False,12,
336,6,,False,6,
337,6,,False,6,
338,6,,False,12,
339,6,,False,6,
340,6,,False,6,
341,6,,False,12,
342,6,,False,12,
343,6,,False,12,
344,6,,False,6,
345,6,,False,12,
346,6,,False,6,
347,6,,False,6,
348,6,,False,12,
349,6,,False,6,
350,7,,False,12,
351,7,,False,10,
352,7,,False,11,
353,7,,False,11,
354,7,,False,12,
355,7,,False,12,
356,7,,False,12,
357,7,2.0,True,11,1191.25732421875
358,7,,False,12,
359,7,,False,12,
360,7,,False,12,
361,7,,False,11,
362,7,,False,10,
363,7,,False,11,
364,7,,False,11,
365,7,,False,12,
366,7,,False,12,
367,7,,False,11,
368,7,,False,11,
369,7,,False,12,
370,7,,False,12,
371,7,,False,11,
372,7,,False,11,
373,7,,False,11,
374,7,,False,12,
375,7,,False,11,
376,7,,False,11,
377,7,,False,11,
378,7,,False,11,
379,7,,False,11,
380,7,,False,11,
381,7,3.0,True,11,1445.26708984375
382,7,,False,11,
383,7,,False,11,
384,7,2.0,True,11,1294.8131103515625
385,7,,False,11,
386,7,,False,12,
387,7,,False,6,
388,7,,False,11,
389,7,,False,11,
390,7,9.0,True,10,1046.104248046875
391,7,,False,12,
392,7,,False,12,
393,7,,False,11,
394,7,3.0,True,11,1290.6278076171875
395,7,,False,12,
396,7,,False,12,
397,7,,False,12,
398,7,,False,12,
399,7,,False,11,
400,8,,False,11,
401,8,,False,11,
402,8,,False,11,
403,8,,False,6,
404,8,,False,12,
405,8,,False,12,
406,8,,False,11,
407,8,,False,11,
408,8,,False,11,
409,8,,False,12,
410,8,,False,12,
411,8,,False,11,
412,8,5.0,True,11,1473.8056640625
413,8,,False,6,
414,8,,False,6,
415,8,,False,12,
416,8,,False,11,
417,8,,False,12,
418,8,,False,11,
419,8,,False,11,
420,8,,False,12,
421,8,,False,11,
422,8,,False,11,
423,8,,False,11,
424,8,,False,12,
425,8,,False,11,
426,8,5.0,True,11,1243.3009033203125
427,8,,False,11,
428,8,,False,12,
429,8,5.0,True,11,1522.6263427734375
430,8,,False,6,
431,8,,False,12,
432,8,,False,12,
433,8,,False,6,
434,8,,False,12,
435,8,,False,10,
436,8,,False,11,
437,8,,False,12,
438,8,9.0,True,10,1042.125732421875
439,8,,False,12,
440,8,,False,12,
441,8,3.0,True,11,1475.071533203125
442,8,,False,6,
443,8,,False,12,
444,8,,False,12,
445,8,,False,12,
446,8,,False,12,
447,8,,False,12,
448,8,5.0,True,11,1488.15185546875
449,8,,False,11,
450,9,8.0,True,11,1529.5950927734375
451,9,,False,11,
452,9,3.0,True,11,1365.8291015625
453,9,,False,11,
454,9,,False,11,
455,9,3.0,True,11,1421.238525390625
456,9,3.0,True,10,1020.40234375
457,9,,False,11,
458,9,,False,11,
459,9,,False,10,
460,9,3.0,True,10,1056.992431640625
461,9,3.0,True,11,1509.2335205078125
462,9,3.0,True,11,1361.153564453125
463,9,,False,10,
464,9,,False,10,
465,9,,False,11,
466,9,3.0,True,11,1431.960205078125
467,9,,False,11,
468,9,,False,10,
469,9,,False,11,
470,9,,False,10,
471,9,,False,10,
472,9,,False,11,
473,9,,False,10,
474,9,,False,11,
475,9,,False,10,
476,9,,False,10,
477,9,,False,11,
478,9,8.0,True,11,1507.11376953125
479,9,,False,10,
480,9,3.0,True,11,1527.73291015625
481,9,,False,11,
482,9,7.0,True,11,1528.9404296875
483,9,,False,10,
484,9,3.0,True,11,1421.0355224609375
485,9,,False,10,
486,9,3.0,True,11,1513.653564453125
487,9,,False,11,
488,9,,False,11,
489,9,,False,11,
490,9,,False,11,
491,9,,False,10,
492,9,,False,11,
493,9,,False,11,
494,9,,False,10,
495,9,,False,11,
496,9,3.0,True,11,1422.8359375
497,9,3.0,True,11,1324.7044677734375
498,9,,False,11,
499,9,,False,11,
